bellman_targets,buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time,update_loss,update_objective
1.5485915684700011,50.0,1.0,100.0,0.0,0.8697467923423421,100,50.0,114.97600078582764,180.20349185943604,-422.53769134521485
3.811965386867523,100.0,2.0,100.0,0.0,5.35716431946254,200,100.0,133.64259314537048,121.51982414245606,-1011.1072784423828
5.986027665138245,150.0,3.0,100.0,0.0,5.3655279885964315,300,150.0,152.28008913993835,245.444281539917,-1592.930390625
9.746089191436768,200.0,4.0,100.0,0.0,5.363754075403136,400,200.0,170.92374873161316,242.1517254638672,-2665.2135888671874
11.282714099884034,250.0,5.0,100.0,0.0,5.341484402996307,500,250.0,189.64513754844666,302.13497772216795,-3019.085234375
13.952504396438599,300.0,6.0,100.0,0.0,5.3597141304512,600,300.0,208.30284976959229,333.9028094482422,-3697.540947265625
15.463952827453614,350.0,7.0,100.0,0.0,5.353918256929369,700,350.0,226.98076057434082,1247.8288137817383,-4022.549189453125
17.53279541015625,400.0,8.0,100.0,0.0,5.3534468797869925,800,400.0,245.660315990448,571.7913519287109,-4532.476118164062
17.329644680023193,450.0,9.0,100.0,0.0,5.339338147003323,900,450.0,264.3892295360565,768.7761883544922,-4455.062104492187
19.21128616333008,500.0,10.0,100.0,0.0,5.35206957849701,1000,500.0,283.0735909938812,1474.6418701171874,-4901.377485351562
19.837905597686767,550.0,11.0,100.0,0.0,5.3433947318863835,1100,550.0,301.7882866859436,747.4695104980469,-5028.201108398437
19.68704128265381,600.0,12.0,100.0,0.0,5.351068641567143,1200,600.0,320.4761435985565,749.3445977783203,-4977.18873046875
19.589739551544188,650.0,13.0,100.0,0.0,5.342375669899555,1300,650.0,339.1944088935852,1065.7657611083985,-4935.545385742187
19.40763027191162,700.0,14.0,100.0,0.0,5.329618271585718,1400,700.0,357.9574797153473,931.2010180664063,-4876.111606445313
19.141954479217528,750.0,15.0,100.0,0.0,5.3436956312963355,1500,750.0,376.67112135887146,920.4890060424805,-4804.08365234375
18.867861347198485,800.0,16.0,100.0,0.0,5.350874765704103,1600,800.0,395.3596558570862,1730.1574969482422,-4722.535629882813
20.439664154052736,850.0,17.0,100.0,0.0,5.348538915426039,1700,850.0,414.05635166168213,4117.615216064453,-5613.645771484375
27.571531219482424,900.0,18.0,100.0,0.0,5.359373759760342,1800,900.0,432.7152485847473,17532.73584472656,-7986.487275390625
38.821821975708005,950.0,19.0,100.0,0.0,5.368653870109292,1900,950.0,451.3418927192688,24346.04763671875,-11453.36642578125
47.775517272949216,1000.0,20.0,100.0,0.0,5.356832756080864,2000,1000.0,470.00964069366455,13506.5794140625,-13138.06326171875
49.939383010864255,1050.0,21.0,100.0,0.0,5.3499634643367555,2100,1050.0,488.7013576030731,8918.164375,-12939.7983203125
46.875185089111326,1100.0,22.0,100.0,0.0,5.353646545502966,2200,1100.0,507.3802161216736,6135.068046875,-11766.56869140625
41.65243408203125,1150.0,23.0,100.0,0.0,5.365429769324988,2300,1150.0,526.0180530548096,4259.403334960937,-10347.12970703125
37.98182762145996,1200.0,24.0,100.0,0.0,5.350547393146221,2400,1200.0,544.7077302932739,3465.868076171875,-9468.15111328125
34.77144760131836,1250.0,25.0,100.0,0.0,5.340327900378552,2500,1250.0,563.433173418045,2825.4914477539064,-8731.397099609376
32.80204410552979,1300.0,26.0,100.0,0.0,5.333856659418539,2600,1300.0,582.1813344955444,2208.661696777344,-8247.277421875
30.65354362487793,1350.0,27.0,100.0,0.0,5.335289956380615,2700,1350.0,600.9244594573975,1800.5385302734376,-7711.759873046875
28.94748249053955,1400.0,28.0,100.0,0.0,5.355677804732707,2800,1400.0,619.5962331295013,1479.7171789550782,-7262.694072265625
26.85181972503662,1450.0,29.0,100.0,0.0,5.34259091121232,2900,1450.0,638.3137440681458,1177.2703649902344,-6735.601025390625
24.720769157409666,1500.0,30.0,100.0,0.0,5.353947302161637,3000,1500.0,656.9915533065796,980.4028137207031,-6189.04818359375
22.724909019470214,1550.0,31.0,100.0,0.0,5.357016732426497,3100,1550.0,675.6586604118347,772.6136682128906,-5704.13388671875
21.168189582824706,1600.0,32.0,100.0,0.0,5.3686992931328135,3200,1600.0,694.2851469516754,657.426796875,-5306.144443359375
19.291262817382812,1650.0,33.0,100.0,0.0,5.3517800951917485,3300,1650.0,712.9705193042755,556.8781280517578,-4838.39033203125
17.761291103363035,1700.0,34.0,100.0,0.0,5.362811503192214,3400,1700.0,731.6174552440643,476.16937438964845,-4457.685766601562
16.423082256317137,1750.0,35.0,100.0,0.0,5.361067548670913,3500,1750.0,750.270457983017,415.8293048095703,-4123.001171875
15.134536876678467,1800.0,36.0,100.0,0.0,5.351650558311245,3600,1800.0,768.9562826156616,374.58771423339846,-3803.5990185546875
14.092550010681153,1850.0,37.0,100.0,0.0,5.362410338438049,3700,1850.0,787.6046140193939,348.1960754394531,-3538.9872119140623
13.135949211120606,1900.0,38.0,100.0,0.0,5.361136484693007,3800,1900.0,806.2573764324188,277.2684323120117,-3296.7388525390625
12.090378532409668,1950.0,39.0,100.0,0.0,5.372039131021275,3900,1950.0,824.8722822666168,270.9624429321289,-3028.768349609375
11.341274242401123,2000.0,40.0,100.0,0.0,5.371168204087344,4000,2000.0,843.4902069568634,253.6187271118164,-2840.5643212890627
10.297762088775634,2050.0,41.0,100.0,0.0,5.370944189011571,4100,2050.0,862.1089079380035,227.98691680908203,-2576.7197021484376
9.629793548583985,2100.0,42.0,100.0,0.0,5.3612168666076245,4200,2100.0,880.7613904476166,199.99761642456053,-2409.869421386719
8.88250641822815,2150.0,43.0,100.0,0.0,5.370513406276794,4300,2150.0,899.3815853595734,177.50743927001952,-2218.6938159179685
8.242057418823242,2200.0,44.0,100.0,0.0,5.363833163936389,4400,2200.0,918.0249700546265,165.33126327514648,-2060.505446777344
7.707943420410157,2250.0,45.0,100.0,0.0,5.384941349348979,4500,2250.0,936.5952751636505,154.04764633178712,-1924.6843969726563
7.210734033584595,2300.0,46.0,100.0,0.0,5.353037140225305,4600,2300.0,955.2762598991394,151.77639282226562,-1795.1009643554687
6.6907807731628415,2350.0,47.0,100.0,0.0,5.378312635041129,4700,2350.0,973.86945271492,139.1037516784668,-1661.3960717773436
6.239461393356323,2400.0,48.0,100.0,0.0,5.3732825830226005,4800,2400.0,992.480051279068,130.05382751464845,-1546.8871362304687
5.678296041488648,2450.0,49.0,100.0,0.0,5.360913648203641,4900,2450.0,1011.1335890293121,116.59866600036621,-1409.35841796875
5.354952087402344,2500.0,50.0,100.0,0.0,5.36398702628199,5000,2500.0,1029.7764387130737,106.18674041748046,-1323.2708374023437
4.865193567276001,2550.0,51.0,100.0,0.0,5.369006554372702,5100,2550.0,1048.4018595218658,92.29190948486328,-1203.6057678222655
4.633914470672607,2600.0,52.0,100.0,0.0,5.361356187263481,5200,2600.0,1067.053857088089,99.74481178283692,-1143.9823168945313
4.300511922836304,2650.0,53.0,100.0,0.0,5.358896834134706,5300,2650.0,1085.7144153118134,81.63092063903808,-1059.9746057128907
4.015963754653931,2700.0,54.0,100.0,0.0,5.363485891410044,5400,2700.0,1104.3590068817139,77.1891312789917,-987.3017944335937
3.725857305526733,2750.0,55.0,100.0,0.0,5.367474652357714,5500,2750.0,1122.989743232727,80.97228267669678,-917.5543188476563
3.528540196418762,2800.0,56.0,100.0,0.0,5.373745273698616,5600,2800.0,1141.5987391471863,78.11068504333497,-865.50458984375
3.246861801147461,2850.0,57.0,100.0,0.0,5.366975543963496,5700,2850.0,1160.2312078475952,68.2181611251831,-792.1302416992188
3.047457447052002,2900.0,58.0,100.0,0.0,5.363613601260984,5800,2900.0,1178.8753559589386,65.40271591186523,-741.9307995605469
2.7830175304412843,2950.0,59.0,100.0,0.0,5.381307751607139,5900,2950.0,1197.4581999778748,59.76123489379883,-678.3790759277343
2.5843130588531493,3000.0,60.0,100.0,0.0,5.361725185557342,6000,3000.0,1216.1089141368866,62.31369499206543,-627.9936633300781
2.4462956380844116,3050.0,61.0,100.0,0.0,5.373356996425567,6100,3050.0,1234.7192552089691,52.759737205505374,-591.868267211914
2.2964942622184754,3100.0,62.0,100.0,0.0,5.352417013464922,6200,3100.0,1253.4024040699005,51.922475776672364,-553.4538073730469
2.1649068284034727,3150.0,63.0,100.0,0.0,5.3755691375032315,6300,3150.0,1272.0050866603851,49.47886947631836,-522.5656457519531
2.030243685245514,3200.0,64.0,100.0,0.0,5.352502052090388,6400,3200.0,1290.6879386901855,51.08350051879883,-487.0274969482422
1.8865533876419067,3250.0,65.0,100.0,0.0,5.366826797810089,6500,3250.0,1309.3209240436554,47.08162841796875,-450.7502618408203
1.8183377075195313,3300.0,66.0,100.0,0.0,5.376962559656851,6600,3300.0,1327.918785572052,42.55225559234619,-430.7081805419922
1.6943643927574157,3350.0,67.0,100.0,0.0,5.396233329031498,6700,3350.0,1346.4502308368683,46.580136146545414,-401.4196496582031
1.6189950013160705,3400.0,68.0,100.0,0.0,5.400584632075077,6800,3400.0,1364.9667456150055,41.100959129333496,-381.2503552246094
1.4345762991905213,3450.0,69.0,100.0,0.0,5.386309199871036,6900,3450.0,1383.5323350429535,35.366269187927244,-336.8547750854492
1.4212443900108338,3500.0,70.0,100.0,0.0,5.388479200159952,7000,3500.0,1402.0904476642609,38.79368337631226,-333.7661093139648
1.3381784069538116,3550.0,71.0,100.0,0.0,5.388235464598981,7100,3550.0,1420.6493997573853,37.998790760040286,-313.0868255615234
1.2538109529018402,3600.0,72.0,100.0,0.0,5.361852468852471,7200,3600.0,1439.2996714115143,38.97282447814941,-290.5773257446289
1.1675613033771515,3650.0,73.0,100.0,0.0,5.3912892540703465,7300,3650.0,1457.8481113910675,30.721160335540773,-270.9059552001953
1.1452679169178008,3700.0,74.0,100.0,0.0,5.385239271346481,7400,3700.0,1476.4173893928528,32.133261365890505,-263.8156782531738
1.0860117971897125,3750.0,75.0,100.0,0.0,5.362617803948286,7500,3750.0,1495.064998626709,29.74489044189453,-251.60336791992188
