bellman_targets,buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time,update_loss,update_objective
1.5479840940237046,50.0,1.0,100.0,0.0,0.8567467996478818,100,50.0,116.72060680389404,180.07944339752197,-422.1428584289551
3.800613057613373,100.0,2.0,100.0,0.0,5.103386955408367,200,100.0,136.3154375553131,128.81444557189943,-1008.5390869140625
5.876247982978821,150.0,3.0,100.0,0.0,5.052556998806892,300,150.0,156.1073968410492,157.23229969024658,-1543.5391638183594
9.255257806777955,200.0,4.0,100.0,0.0,5.012008111360326,400,200.0,176.05948042869568,377.52689086914063,-2521.9086145019533
11.002466974258423,250.0,5.0,100.0,0.0,5.000011980562307,500,250.0,196.05943322181702,323.90991455078125,-2968.88328125
13.927685623168946,300.0,6.0,100.0,0.0,4.942527485454804,600,300.0,216.29199743270874,486.84184295654296,-3700.5775634765623
15.902272090911865,350.0,7.0,100.0,0.0,4.921350515478796,700,350.0,236.61162400245667,1317.7303659057618,-4176.188662109375
18.259921894073486,400.0,8.0,100.0,0.0,4.910500382590871,800,400.0,256.9761483669281,455.189401550293,-4742.1346826171875
18.62828805923462,450.0,9.0,100.0,0.0,4.915512807106018,900,450.0,277.31990671157837,1699.4570016479493,-4921.729868164062
28.280877685546876,500.0,10.0,100.0,0.0,4.91356840738435,1000,500.0,297.6717150211334,3683.5821044921877,-8157.85599609375
36.414585456848144,550.0,11.0,100.0,0.0,4.90556799389349,1100,550.0,318.0567150115967,4043.8849267578125,-10018.4733984375
41.78268768310547,600.0,12.0,100.0,0.0,4.915000500897637,1200,600.0,338.4025938510895,3645.0409692382814,-11270.36150390625
46.02639274597168,650.0,13.0,100.0,0.0,4.91539425407683,1300,650.0,358.74684262275696,5268.022800292969,-12321.03578125
48.463042678833006,700.0,14.0,100.0,0.0,4.880843153999398,1400,700.0,379.23510670661926,3690.661865234375,-12886.703359375
49.99852554321289,750.0,15.0,100.0,0.0,4.9113678860219006,1500,750.0,399.59603452682495,3675.5093115234376,-13273.3966015625
50.662988357543945,800.0,16.0,100.0,0.0,4.909613875852777,1600,800.0,419.96423625946045,3042.7663159179688,-13266.96658203125
49.56363983154297,850.0,17.0,100.0,0.0,4.912934158604282,1700,850.0,440.3186721801758,2869.8853344726563,-12866.60490234375
48.32413497924804,900.0,18.0,100.0,0.0,4.918862304342948,1800,900.0,460.64857745170593,2010.7163928222656,-12462.005
46.287255401611326,950.0,19.0,100.0,0.0,4.919175847016228,1900,950.0,480.97718691825867,1600.1462609863281,-11955.99314453125
45.63957489013672,1000.0,20.0,100.0,0.0,4.914958456670534,2000,1000.0,501.3232398033142,1879.1476049804687,-11905.38078125
44.52391090393066,1050.0,21.0,100.0,0.0,4.909859798661642,2100,1050.0,521.6904213428497,2589.034084472656,-11546.71421875
43.065483016967775,1100.0,22.0,100.0,0.0,4.916391014928019,2200,1100.0,542.0305452346802,1720.739248046875,-11069.47724609375
40.772763900756836,1150.0,23.0,100.0,0.0,4.917961416124367,2300,1150.0,562.3641743659973,1910.9035327148438,-10459.43693359375
40.62528106689453,1200.0,24.0,100.0,0.0,4.910388279834663,2400,1200.0,582.729163646698,1926.8263208007813,-10608.20533203125
40.08480453491211,1250.0,25.0,100.0,0.0,4.907416951732138,2500,1250.0,603.1064834594727,2264.0479052734377,-10535.64869140625
40.84974166870117,1300.0,26.0,100.0,0.0,4.911173279149322,2600,1300.0,623.4682173728943,2804.2293017578127,-10711.950234375
40.43480010986328,1350.0,27.0,100.0,0.0,4.907815233423651,2700,1350.0,643.8438835144043,2702.862236328125,-10593.875546875
41.68060707092285,1400.0,28.0,100.0,28.0,4.914816663498749,2800,1400.0,664.190523147583,6632.660981445312,-11077.9017578125
41.68831230163574,1450.0,29.0,100.0,0.0,4.9123557652008385,2900,1450.0,684.547355890274,3736.5321728515623,-11111.7255078125
44.084500274658204,1500.0,30.0,100.0,0.0,4.912075996417466,3000,1500.0,704.905348777771,5395.638107910157,-11660.72185546875
43.65637054443359,1550.0,31.0,100.0,0.0,4.905141623886032,3100,1550.0,725.2921209335327,5491.48908203125,-11448.071953125
44.70644561767578,1600.0,32.0,100.0,0.0,4.909923539161007,3200,1600.0,745.6590378284454,5603.382915039063,-11753.9493359375
43.821774368286135,1650.0,33.0,100.0,0.0,4.911313884519235,3300,1650.0,766.0201892852783,3983.97759765625,-11558.45181640625
44.80797950744629,1700.0,34.0,100.0,0.0,4.90473264911698,3400,1700.0,786.4086611270905,5189.892114257813,-11859.02130859375
45.65302070617676,1750.0,35.0,100.0,0.0,4.917572036974272,3500,1750.0,806.7439005374908,4639.13427734375,-12094.91888671875
46.807541122436525,1800.0,36.0,100.0,0.0,4.912179259202194,3600,1800.0,827.1014649868011,4070.612802734375,-12369.58392578125
47.17201911926269,1850.0,37.0,100.0,0.0,4.910648826013828,3700,1850.0,847.4653737545013,4441.541689453125,-12456.4259765625
47.64521125793457,1900.0,38.0,100.0,0.0,4.913365568095184,3800,1900.0,867.8180222511292,3465.0315087890626,-12551.6665625
48.05410545349121,1950.0,39.0,100.0,0.0,4.915383712466253,3900,1950.0,888.1623148918152,4014.087802734375,-12672.63001953125
48.77492057800293,2000.0,40.0,100.0,0.0,4.911625430290848,4000,2000.0,908.5221748352051,3518.059169921875,-12886.43701171875
48.687083892822265,2050.0,41.0,100.0,0.0,4.909533362894526,4100,2050.0,928.8907103538513,6085.945659179688,-12870.2826953125
49.414990463256835,2100.0,42.0,100.0,0.0,4.9139563467511485,4200,2100.0,949.2409121990204,6604.5103369140625,-13041.785234375
49.17262191772461,2150.0,43.0,100.0,0.0,4.91207162438422,4300,2150.0,969.5989220142365,4706.737509765625,-12988.85673828125
49.51720947265625,2200.0,44.0,100.0,0.0,4.9069941065937375,4400,2200.0,989.9779975414276,6745.868046875,-13078.9840234375
49.91205856323242,2250.0,45.0,100.0,0.0,4.910080569706004,4500,2250.0,1010.3442633152008,6385.873154296875,-13171.99607421875
50.29545303344727,2300.0,46.0,100.0,0.0,4.914501660832359,4600,2300.0,1030.6922070980072,6112.046606445312,-13262.4645703125
50.36597297668457,2350.0,47.0,100.0,0.0,4.907896321757365,4700,2350.0,1051.067536354065,5139.969750976563,-13293.02693359375
50.92208152770996,2400.0,48.0,100.0,0.0,4.914989960975887,4800,2400.0,1071.4134585857391,4792.76216796875,-13418.45888671875
50.534925384521486,2450.0,49.0,100.0,0.0,4.914032053592575,4900,2450.0,1091.7633469104767,5374.31720703125,-13295.84736328125
50.61182197570801,2500.0,50.0,100.0,0.0,4.913701781616149,5000,2500.0,1112.1146032810211,4719.007900390625,-13303.4068359375
50.320262298583984,2550.0,51.0,100.0,0.0,4.904789373801438,5100,2550.0,1132.5028393268585,4320.563564453125,-13214.81259765625
50.11075370788574,2600.0,52.0,100.0,0.0,4.91032360749587,5200,2600.0,1152.8680965900421,3558.772724609375,-13142.0420703125
49.30758773803711,2650.0,53.0,100.0,0.0,4.90863341812186,5300,2650.0,1173.2403664588928,3059.143103027344,-12918.41326171875
48.68223754882813,2700.0,54.0,100.0,0.0,4.908319781918819,5400,2700.0,1193.6139380931854,3468.1178955078126,-12741.82052734375
